,client_msg_id,type,text,user,ts,team,attachments,blocks,files,upload,display_as_bot,subtype,username,bot_id,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,subscribed,reactions,bot_link,edited,pinned_to,pinned_info,inviter,x_files,root,topic,purpose,old_name,name,parent_user_id,icons
81,509e7875-859f-4d82-85e7-d28858a149a2,message,<!here> Saturday weekly scanning social/meeting starts in just under 30 minutes! Zoom details are in my post from yesterday which is pinned to the channel.,zamorajandrew,1587825195.174200,T2DRR8UNB,,"[{'type': 'rich_text', 'block_id': 'ADWQ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'broadcast', 'range': 'here'}, {'type': 'text', 'text': ' Saturday weekly scanning social/meeting starts in just under 30 minutes! Zoom details are in my post from yesterday which is pinned to the channel.'}]}]}]",,,,,,,,,,,,,"[{'name': '+1', 'users': ['U010K8GMXSS'], 'count': 1}]",,,,,,,,,,,,,
82,a8c3d31c-9644-4859-8bc4-3593a9ebeaa3,message,*<!here>* Hi everyone! We're looking for help *spreading information about PPE and test kit frauds* like price gouging and fake products! If you want to help out please join <#C012M41SJ8H|outreach-ppe-scams>! Our site: <http://ppescams.com/>,valeri,1587745741.171000,T2DRR8UNB,"[{'service_name': 'PPESCAMS.com', 'title': 'HOME', 'title_link': 'http://ppescams.com/', 'text': 'This platform intends to combat fraudulent activities, price gouging, and counterfeit products of Personal Protective Equipment (PPE), including Fake COVID-19 Test Kits. Join Our Team', 'fallback': 'PPESCAMS.com: HOME', 'from_url': 'http://ppescams.com/', 'thumb_url': 'http://ppescams.com/wp-content/uploads/2020/04/PPESCAMS-LOGO-1-e1587694831152.jpg', 'thumb_width': 100, 'thumb_height': 100, 'service_icon': 'https://ppescams.com/favicon.ico', 'id': 1, 'original_url': 'http://ppescams.com/'}]","[{'type': 'rich_text', 'block_id': '0sPaw', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'broadcast', 'range': 'here', 'style': {'bold': True}}, {'type': 'text', 'text': ""\xa0Hi everyone! We're looking for help\xa0""}, {'type': 'text', 'text': 'spreading information about PPE and test kit frauds', 'style': {'bold': True}}, {'type': 'text', 'text': '\xa0like price gouging and fake products! If you want to help out please join\xa0'}, {'type': 'channel', 'channel_id': 'C012M41SJ8H'}, {'type': 'text', 'text': '! Our site:\xa0'}, {'type': 'link', 'url': 'http://ppescams.com/'}]}]}]",,,,,,,1587745741.171000,4.0,3.0,1587924511.176300,"['UUPTPUHCK', 'USLACKBOT', 'U011X2G29PB']",False,,,,,,,,,,,,,,
83,5523ba56-6400-45de-a3e8-dc8678c88ebd,message,"<!channel> *weekly scanning time social hour and weekly debrief will be happening tomorrow at 8am PST and Sunday at 2pm PST*.

Zoom details are in the thread below and I will pin this post to the channel until Sunday so that the info is easily accessible. Come on by to cool-down from the week's activities with your fellow team mates, get to know each other a little bit better, and talk over plans for next week. All our welcome, speaking of which we hit 100 channel members today!! See you there!",zamorajandrew,1587744298.170000,T2DRR8UNB,,"[{'type': 'rich_text', 'block_id': 'WoF7H', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'broadcast', 'range': 'channel'}, {'type': 'text', 'text': ' '}, {'type': 'text', 'text': 'weekly scanning time social hour and weekly debrief will be happening tomorrow at 8am PST and Sunday at 2pm PST', 'style': {'bold': True}}, {'type': 'text', 'text': "".\n\nZoom details are in the thread below and I will pin this post to the channel until Sunday so that the info is easily accessible. Come on by to cool-down from the week's activities with your fellow team mates, get to know each other a little bit better, and talk over plans for next week. All our welcome, speaking of which we hit 100 channel members today!! See you there!""}]}]}]",,,,,,,1587744298.170000,2.0,1.0,1587744334.170400,['UUPTPUHCK'],False,"[{'name': 'clinking_glasses', 'users': ['U010ERKTCAK'], 'count': 1}]",,,,,,,,,,,,,
84,e56bd613-8e4b-4368-a6a6-8caf06ada4d8,message,<https://twitter.com/propublica/status/1253351877787467779?s=20|https://twitter.com/propublica/status/1253351877787467779?s=20>,viljami.virolainen,1587717020.166600,T2DRR8UNB,"[{'fallback': '<https://twitter.com/propublica|@propublica>: We interviewed experts and frontline officials from Italy, Germany, Spain, Singapore, Taiwan and South Korea. \n\nOf all of them, we found more commonalities than differences. So…\n\nThese are the 7 things we must do before we open up America. \n\nA thread:', 'ts': 1587657348, 'author_name': 'ProPublica', 'author_link': 'https://twitter.com/propublica/status/1253351877787467779', 'author_icon': 'https://pbs.twimg.com/profile_images/902174720040292354/rLSBbM4r_normal.jpg', 'author_subname': '@propublica', 'text': 'We interviewed experts and frontline officials from Italy, Germany, Spain, Singapore, Taiwan and South Korea. \n\nOf all of them, we found more commonalities than differences. So…\n\nThese are the 7 things we must do before we open up America. \n\nA thread:', 'service_name': 'twitter', 'service_url': 'https://twitter.com/', 'from_url': 'https://twitter.com/propublica/status/1253351877787467779?s=20', 'id': 1, 'original_url': 'https://twitter.com/propublica/status/1253351877787467779?s=20', 'footer': 'Twitter', 'footer_icon': 'https://a.slack-edge.com/80588/img/services/twitter_pixel_snapped_32.png'}]","[{'type': 'rich_text', 'block_id': 'b9w', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://twitter.com/propublica/status/1253351877787467779?s=20', 'text': 'https://twitter.com/propublica/status/1253351877787467779?s=20'}]}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
85,4ea8e9cb-8c53-4a28-abfd-6217b7e712f0,message,<https://gmcc.alibabadoctor.com/?locale=en-us&amp;entry=aliyungmcc_re_20200420__&amp;>,aaron,1587707660.166300,T2DRR8UNB,"[{'service_name': 'gmcc.alibabadoctor.com', 'title': 'Global MediXchange for Combating COVID-19(GMCC)', 'title_link': 'https://gmcc.alibabadoctor.com/?locale=en-us&entry=aliyungmcc_re_20200420__&', 'text': 'Global MediXchange for Combating COVID-19 is a medical exchange program to promote valubale experience sharing and communication in combating the global outbreak of COVID-19.', 'fallback': 'gmcc.alibabadoctor.com: Global MediXchange for Combating COVID-19(GMCC)', 'image_url': 'https://pic.gmcc.alibabadoctor.com/pic/share/share_icon.jpg', 'image_width': 250, 'image_height': 250, 'from_url': 'https://gmcc.alibabadoctor.com/?locale=en-us&entry=aliyungmcc_re_20200420__&', 'image_bytes': 28322, 'service_icon': 'https://gmcc.alibabadoctor.com/favicon.ico', 'id': 1, 'original_url': 'https://gmcc.alibabadoctor.com/?locale=en-us&amp;entry=aliyungmcc_re_20200420__&amp;'}]","[{'type': 'rich_text', 'block_id': '60/', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://gmcc.alibabadoctor.com/?locale=en-us&entry=aliyungmcc_re_20200420__&'}]}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
86,8707b328-4223-460b-b35c-0d7624912927,message,"<!channel> an ask from <@U010NKN5VFT> anyone have thoughts on how we could rapidly track this testing site info down?
<https://necsi-edu.slack.com/archives/C011PFC8J21/p1587667445047600>",zamorajandrew,1587684514.165600,T2DRR8UNB,"[{'from_url': 'https://necsi-edu.slack.com/archives/C011PFC8J21/p1587667445047600', 'fallback': '[April 23rd, 2020 11:44 AM] timothy.b.lee21: Does anyone by chance know how to track down the list of testing sites the Whitehouse released to the governors? Apparently this has been made public but I am struggling to track it down. I submitted a scanning request, but want to make it clear that this is just a quick project. If you cannot find the list afer a few hours then please feel free to close out the request.\nSource 1: <https://www.upi.com/Top_News/US/2020/04/20/White-House-provides-governors-with-maps-of-coronavirus-testing-locations/4871587424804/>\nSource 2: <https://www.washingtonexaminer.com/news/trump-says-governors-given-list-of-coronavirus-testing-locations-after-some-didnt-understand-capacity>', 'ts': '1587667445.047600', 'author_id': 'U010NKN5VFT', 'author_subname': 'Tim Lee', 'channel_id': 'C011PFC8J21', 'channel_name': 'analytics-scanning-portal', 'is_msg_unfurl': True, 'text': 'Does anyone by chance know how to track down the list of testing sites the Whitehouse released to the governors? Apparently this has been made public but I am struggling to track it down. I submitted a scanning request, but want to make it clear that this is just a quick project. If you cannot find the list afer a few hours then please feel free to close out the request.\nSource 1: <https://www.upi.com/Top_News/US/2020/04/20/White-House-provides-governors-with-maps-of-coronavirus-testing-locations/4871587424804/>\nSource 2: <https://www.washingtonexaminer.com/news/trump-says-governors-given-list-of-coronavirus-testing-locations-after-some-didnt-understand-capacity>', 'author_name': 'Tim Lee', 'author_link': 'https://necsi-edu.slack.com/team/U010NKN5VFT', 'author_icon': 'https://avatars.slack-edge.com/2020-03-27/1019991578354_41a974da8133e678fae7_48.png', 'mrkdwn_in': ['text'], 'id': 1, 'original_url': 'https://necsi-edu.slack.com/archives/C011PFC8J21/p1587667445047600', 'footer': 'Posted in #analytics-scanning-portal'}]","[{'type': 'rich_text', 'block_id': 'xwBN', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'broadcast', 'range': 'channel'}, {'type': 'text', 'text': ' an ask from '}, {'type': 'user', 'user_id': 'U010NKN5VFT'}, {'type': 'text', 'text': ' anyone have thoughts on how we could rapidly track this testing site info down?\n'}, {'type': 'link', 'url': 'https://necsi-edu.slack.com/archives/C011PFC8J21/p1587667445047600'}]}]}]",,,,,,,,,,,,,"[{'name': '+1', 'users': ['U010YK4Q7E1'], 'count': 1}]",,"{'user': 'UUPTPUHCK', 'ts': '1587684526.000000'}",,,,,,,,,,,
87,3335164b-8208-4a1b-b925-30d81e6232d8,message,<@UUPTPUHCK> I can find an update on my submission in this thread. Did I miss it or is it just not posted yet? No rush,katie_necsi,1587673170.164300,T2DRR8UNB,,"[{'type': 'rich_text', 'block_id': 'eMch', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'UUPTPUHCK'}, {'type': 'text', 'text': ' I can find an update on my submission in this thread. Did I miss it or is it just not posted yet? No rush'}]}]}]",,,,,,,1587673170.164300,1.0,1.0,1587673343.164400,['UUPTPUHCK'],False,,,,,,,,,,,,,,
88,0b33108a-7a72-4951-b759-310c89190573,message,"<!channel> CALL TO ACTION: we need more active scanners to join the scanning effort.  HELP US RECRUIT today and ongoing as part of this teams culture!
• go to  <#CUVB0V2KV|general-onboarding-intro_yourself> scroll back through and write replies to people who seem like they would like scanning based on intros -- “Hi @new person  and welcome you may enjoy the work we are doing in <#C010KQ9TC1W|analytics-scanning> where take requests to find information from other channels and projects in here! introduce yourself on the channel or check out the pinned post there if this is of interest to you. we have a fun collaborative team of people working together that you can plug right in with! reach out with any questions” 
• It often helps to Direct Message  and make a SOCIAL connection “what are you interested in?” and even try connecting by phone (like our Team Lead does!)
• even if someone doesn’t jump right in they may join the channel get more comfortable and do so in the future. 
• the more scanners, the more scanning Requests can be fulfilled! Greeting is Fun!
GO TEAM SCAN! :first_place_medal:",theclinco,1587668372.163600,T2DRR8UNB,,"[{'type': 'rich_text', 'block_id': 'zPal', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'broadcast', 'range': 'channel'}, {'type': 'text', 'text': ' CALL TO ACTION: we need more active scanners to join the scanning effort.  HELP US RECRUIT today and ongoing as part of this teams culture!\n'}]}, {'type': 'rich_text_list', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'go to  '}, {'type': 'channel', 'channel_id': 'CUVB0V2KV'}, {'type': 'text', 'text': ' scroll back through and write replies to people who seem like they would like scanning based on intros -- “Hi '}, {'type': 'text', 'text': '@new person \xa0and welcome you may enjoy the work we are doing in\xa0'}, {'type': 'channel', 'channel_id': 'C010KQ9TC1W'}, {'type': 'text', 'text': '\xa0where take requests to find information from other channels and projects in here! introduce yourself on the channel or check out the pinned post there if this is of interest to you. we have a fun collaborative team of people working together that you can plug right in with! reach out with any questions” '}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'It often helps to Direct Message  and make a SOCIAL connection “what are you interested in?” and even try connecting by phone (like our Team Lead does!)'}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'even if someone doesn’t jump right in they may join the channel get more comfortable and do so in the future. '}]}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'the more scanners, the more scanning Requests can be fulfilled! Greeting is Fun!'}]}], 'style': 'bullet', 'indent': 0}, {'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'GO TEAM SCAN! '}, {'type': 'emoji', 'name': 'first_place_medal'}]}]}]",,,,,,,,,,,,,,,"{'user': 'U010ERKTCAK', 'ts': '1587668951.000000'}",,,,,,,,,,,
89,8bc2d985-bf1c-4839-99f4-418ad3f8aec0,message,Thread for <@U010ERKTCAK> to submit her first scanning request,zamorajandrew,1587654498.154100,T2DRR8UNB,,"[{'type': 'rich_text', 'block_id': 'tvy+', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Thread for '}, {'type': 'user', 'user_id': 'U010ERKTCAK'}, {'type': 'text', 'text': ' to submit her first scanning request'}]}]}]",,,,,,,1587654498.154100,3.0,2.0,1587654521.154700,"['UUPTPUHCK', 'USLACKBOT']",False,,,,,,,,,,,,,,
90,f31e33e2-dd72-4d4e-b36e-4249a7773271,message,"*<!channel>* MORNING PROJECTS UPDATE

The scanning team has been asked if we can take over putting together the ECV daily updates (<https://www.endcoronavirus.org/daily-update>). I will work to pull together talent from other channels to hopefully have a dedicated channel/team for this, but it would be useful to have one or two scanners on said team. A*ny team members with python/tableau experience and any who would be interested in helping look up/input data on a regular basis for the updates please contact me asap.*

Our current active projects:
2 Project(s) Requested. _*These projects need leads/teams to get them off the ground! Look for more detail and sign up under the relevant post in <#C011PFC8J21|analytics-scanning-portal> or contact <@UUPTPUHCK> to get started.*_ Here are their descriptions:
Pandemic Management Documentation (Open call for scanners to help with <#C011W8H192A|outreach-usa> and <#C012TES47Q8|outreach-usa-protocol>)
Campaign Reviews (Due Date 4/25/2020)


4 Project(s) with Assigned Team Members. *_They might need more help, ask the mini-team lead or check out the relevant thread on <#C011PFC8J21|analytics-scanning-portal>_.* Here are their descriptions:
US COVID-19 testing locations by States and Counties (Team Lead <@U011XAHHD7G>, Due Date 4/30/2020)
How you can help: Work on filling in <https://docs.google.com/spreadsheets/d/1R4CDPiDMIKHcgZzlHcEcXKdtoHmS4p2uIIpf_eKrzoI/edit#gid=0|this sheet> or share potentially useful information (e.g. testing sites databases) on <https://necsi-edu.slack.com/archives/C011PFC8J21/p1587130549018700|this thread>. This is a *top priority project.* Primary use will be from the covid-19 scientific database team to help staff these locations and provide additional scientific support. Multiple secondary uses for other projects who also need these details for data tracking, or communicating with the local area. *Contact Sarah to jump on board!*

Mapping the Virus and InfoTech Divide (Team Lead <@U010K8GMXSS>, Due Date 4/30/2020)
How you can help: Find publicly available datasets that track internet usage at the smallest geographic unit possible (counties, provinces/states, etc.) and share links to them on <https://necsi-edu.slack.com/archives/C011PFC8J21/p1587071857018600|this thread>

Shutdown/Border Closing and Deaths (Team Lead <@UUPTPUHCK>, Due Date OVERDUE
How you can help: <https://docs.google.com/spreadsheets/d/1j6VhMtYny3gjwJa37hxbgiZuRvN1b2wN8f9kFlIUGqY/edit#gid=0|Fill in in this sheet>. This is a *top priority* project to help develop a graph that will be used for messaging. Dates of local transmission are complete, now we need to fill in shutdown/border closure dates which can be obtained from the <https://www.acaps.org/covid19-government-measures-dataset|ACAPS dataset>, and death numbers can be acquired from Johns Hopkins data. Contact Andrew if you need help navigating these datasets, otherwise it's a simple plug-and-chug operation.

Zoning guidance for Zone-owners (Team Lead <@UUPTPUHCK>, Due Date OVERDUE)
How you can help: Look up articles on countries that only have shutdowns of select regions/cities and how they manage travel in and out of quarantined areas e.g. is it allowed? Sanitation measures used? <https://necsi-edu.slack.com/archives/C011PFC8J21/p1587146988019400|Post in this thread>

1 Project(s) with Research Complete. Here are their descriptions:
Effect of implementing/lifting key measures over time (Due Date OVERDUE)
*Please report your findings!*",zamorajandrew,1587653752.152900,T2DRR8UNB,,"[{'type': 'rich_text', 'block_id': 'foZP', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'broadcast', 'range': 'channel', 'style': {'bold': True}}, {'type': 'text', 'text': '\xa0MORNING PROJECTS UPDATE\n\nThe scanning team has been asked if we can take over putting together the ECV daily updates ('}, {'type': 'link', 'url': 'https://www.endcoronavirus.org/daily-update'}, {'type': 'text', 'text': '). I will work to pull together talent from other channels to hopefully have a dedicated channel/team for this, but it would be useful to have one or two scanners on said team.\xa0A'}, {'type': 'text', 'text': 'ny team members with python/tableau experience and any who would be interested in helping look up/input data on a regular basis for the updates please contact me asap.', 'style': {'bold': True}}, {'type': 'text', 'text': '\n\nOur current active projects:\n2 Project(s) Requested.\xa0'}, {'type': 'text', 'text': 'These projects need leads/teams to get them off the ground! Look for more detail and sign up under the relevant post in\xa0', 'style': {'bold': True, 'italic': True}}, {'type': 'channel', 'channel_id': 'C011PFC8J21', 'style': {'bold': True, 'italic': True}}, {'type': 'text', 'text': ' or contact\xa0', 'style': {'bold': True, 'italic': True}}, {'type': 'user', 'user_id': 'UUPTPUHCK', 'style': {'bold': True, 'italic': True}}, {'type': 'text', 'text': '\xa0to get started.', 'style': {'bold': True, 'italic': True}}, {'type': 'text', 'text': '\xa0Here are their descriptions:\nPandemic Management Documentation (Open call for scanners to help with '}, {'type': 'channel', 'channel_id': 'C011W8H192A'}, {'type': 'text', 'text': ' and '}, {'type': 'channel', 'channel_id': 'C012TES47Q8'}, {'type': 'text', 'text': ')\nCampaign Reviews (Due Date 4/25/2020)\n\n\n4 Project(s) with Assigned Team Members.\xa0'}, {'type': 'text', 'text': 'They might need more help, ask the mini-team lead or check out the relevant thread on\xa0', 'style': {'bold': True, 'italic': True}}, {'type': 'channel', 'channel_id': 'C011PFC8J21', 'style': {'bold': True, 'italic': True}}, {'type': 'text', 'text': '.', 'style': {'bold': True}}, {'type': 'text', 'text': '\xa0Here are their descriptions:\nUS COVID-19 testing locations by States and Counties (Team Lead\xa0'}, {'type': 'user', 'user_id': 'U011XAHHD7G'}, {'type': 'text', 'text': ', Due Date 4/30/2020)\nHow you can help: Work on filling in\xa0'}, {'type': 'link', 'url': 'https://docs.google.com/spreadsheets/d/1R4CDPiDMIKHcgZzlHcEcXKdtoHmS4p2uIIpf_eKrzoI/edit#gid=0', 'text': 'this sheet'}, {'type': 'text', 'text': '\xa0or share potentially useful information (e.g. testing sites databases) on\xa0'}, {'type': 'link', 'url': 'https://necsi-edu.slack.com/archives/C011PFC8J21/p1587130549018700', 'text': 'this thread'}, {'type': 'text', 'text': '. This is a\xa0'}, {'type': 'text', 'text': 'top priority project.', 'style': {'bold': True}}, {'type': 'text', 'text': '\xa0Primary use will be from the covid-19 scientific database team to help staff these locations and provide additional scientific support. Multiple secondary uses for other projects who also need these details for data tracking, or communicating with the local area.\xa0'}, {'type': 'text', 'text': 'Contact Sarah to jump on board!', 'style': {'bold': True}}, {'type': 'text', 'text': '\n\nMapping the Virus and InfoTech Divide (Team Lead\xa0'}, {'type': 'user', 'user_id': 'U010K8GMXSS'}, {'type': 'text', 'text': ', Due Date 4/30/2020)\nHow you can help: Find publicly available datasets that track internet usage at the smallest geographic unit possible (counties, provinces/states, etc.) and share links to them on\xa0'}, {'type': 'link', 'url': 'https://necsi-edu.slack.com/archives/C011PFC8J21/p1587071857018600', 'text': 'this thread'}, {'type': 'text', 'text': '\n\nShutdown/Border Closing and Deaths (Team Lead\xa0'}, {'type': 'user', 'user_id': 'UUPTPUHCK'}, {'type': 'text', 'text': ', Due Date OVERDUE\nHow you can help:\xa0'}, {'type': 'link', 'url': 'https://docs.google.com/spreadsheets/d/1j6VhMtYny3gjwJa37hxbgiZuRvN1b2wN8f9kFlIUGqY/edit#gid=0', 'text': 'Fill in in this sheet'}, {'type': 'text', 'text': '. This is a '}, {'type': 'text', 'text': 'top priority ', 'style': {'bold': True}}, {'type': 'text', 'text': 'project to help develop a graph that will be used for messaging. Dates of local transmission are complete, now we need to fill in shutdown/border closure dates which can be obtained from the\xa0'}, {'type': 'link', 'url': 'https://www.acaps.org/covid19-government-measures-dataset', 'text': 'ACAPS dataset'}, {'type': 'text', 'text': "", and death numbers can be acquired from Johns Hopkins data. Contact Andrew if you need help navigating these datasets, otherwise it's a simple plug-and-chug operation.\n\nZoning guidance for Zone-owners (Team Lead\xa0""}, {'type': 'user', 'user_id': 'UUPTPUHCK'}, {'type': 'text', 'text': ', Due Date OVERDUE)\nHow you can help: Look up articles on countries that only have shutdowns of select regions/cities and how they manage travel in and out of quarantined areas e.g. is it allowed? Sanitation measures used?\xa0'}, {'type': 'link', 'url': 'https://necsi-edu.slack.com/archives/C011PFC8J21/p1587146988019400', 'text': 'Post in this thread'}, {'type': 'text', 'text': '\n\n1 Project(s) with Research Complete. Here are their descriptions:\nEffect of implementing/lifting key measures over time (Due Date OVERDUE)\n'}, {'type': 'text', 'text': 'Please report your findings!', 'style': {'bold': True}}]}]}]",,,,,,,,,,,,,,,,,,,,,,,,,,
91,e81b2e7d-804d-4b15-a227-ee4a36ebd8af,message,"Interesting stuff thread, 23.4. edition:

<https://www.bbc.com/news/world-europe-52382196>",viljami.virolainen,1587626513.149100,T2DRR8UNB,"[{'service_name': 'BBC News', 'title': 'Face masks to be compulsory across Germany', 'title_link': 'https://www.bbc.com/news/world-europe-52382196', 'text': ""Bremen is the last of Germany's 16 states to require using face masks on public transport."", 'fallback': 'BBC News: Face masks to be compulsory across Germany', 'image_url': 'https://ichef.bbci.co.uk/news/1024/branded_news/04E0/production/_111884210_tv061158871.jpg', 'from_url': 'https://www.bbc.com/news/world-europe-52382196', 'image_width': 444, 'image_height': 250, 'image_bytes': 63509, 'service_icon': 'https://static.bbc.co.uk/news/1.313.03583/apple-touch-icon.png', 'id': 1, 'original_url': 'https://www.bbc.com/news/world-europe-52382196'}]","[{'type': 'rich_text', 'block_id': 'fzeq', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Interesting stuff thread, 23.4. edition:\n\n'}, {'type': 'link', 'url': 'https://www.bbc.com/news/world-europe-52382196'}]}]}]",,,,,,,1587626513.149100,1.0,1.0,1587627474.149400,['U010K8GMXSS'],False,"[{'name': '100', 'users': ['UUPTPUHCK'], 'count': 1}]",,"{'user': 'U010K8GMXSS', 'ts': '1587627414.000000'}",,,,,,,,,,,
92,5d88d984-2f19-4dfd-8d4f-b8a9b59a7074,message,Are there any records of covid cases by race?,naturalworld321,1587612569.147700,T2DRR8UNB,,"[{'type': 'rich_text', 'block_id': '2fLYc', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Are there any records of covid cases by race?'}]}]}]",,,,,,,1587612569.147700,2.0,1.0,1587666460.155700,['UUPTPUHCK'],False,,,,,,,,,,,,,,
93,67679466-1971-4629-97d9-8a7e06f82d50,message,This site looks like it has a compilation of testing sites: <https://get-tested-covid19.org/>,naturalworld321,1587611109.147100,T2DRR8UNB,"[{'title': 'Help Build A COVID-19 Test Center Database | Get Tested COVID-19', 'title_link': 'https://get-tested-covid19.org/', 'text': 'A community led effort to help people find the closest coronavirus testing center and provide accurate COVID-19 resources to every community', 'fallback': 'Help Build A COVID-19 Test Center Database | Get Tested COVID-19', 'from_url': 'https://get-tested-covid19.org/', 'service_icon': 'https://get-tested-covid19.org/apple-icon.png', 'service_name': 'get-tested-covid19.org', 'id': 1, 'original_url': 'https://get-tested-covid19.org/'}]","[{'type': 'rich_text', 'block_id': 'E0I', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'This site looks like it has a compilation of testing sites: '}, {'type': 'link', 'url': 'https://get-tested-covid19.org/'}]}]}]",,,,,,,1587611109.147100,3.0,3.0,1587641803.151900,"['U010YK4Q7E1', 'U011XAHHD7G', 'U0111C9LZ1D']",False,"[{'name': '+1', 'users': ['UUE3EV5J5', 'UUPTPUHCK'], 'count': 2}]",,,,,,,,,,,,,
94,5cf86f62-91af-49aa-a4a9-f8fade5133d0,message,"Hey all potentially really useful site here that aggregates datasets tracking covid-19 policies structured around the areas of:
<https://lukaslehner.github.io/covid19policytrackers/#1-confinement-travel-civic-freedom-prisons|1. Confinement, Travel, Civic Freedom, Prisons>
<https://lukaslehner.github.io/covid19policytrackers/#2-macro-financial-and-tax-policy|2. Macro, Financial and Tax Policy>
<https://lukaslehner.github.io/covid19policytrackers/#3-social-and-employment-policy|3. Social and Employment Policy>
<https://lukaslehner.github.io/covid19policytrackers/#4-health-and-care-policy|4. Health and Care Policy>
<https://lukaslehner.github.io/covid19policytrackers/#5-education-research-and-innovation|5. Education, Research and Innovation>
<https://lukaslehner.github.io/covid19policytrackers/#6-regions-cities-smes-tourism-philanthropy|6. Regions, Cities, SMEs, Tourism, Philanthropy>
<https://lukaslehner.github.io/covid19policytrackers/#7-public-attitudes-and-behavioural-responses|7. Public Attitudes and Behavioural Responses>
<https://lukaslehner.github.io/covid19policytrackers/#8-media-coverage-elections-and-policy-making|8. Media coverage, Elections and Policy Making>

Check it out!
<https://lukaslehner.github.io/covid19policytrackers/>",zamorajandrew,1587591851.144300,T2DRR8UNB,,"[{'type': 'rich_text', 'block_id': 'Aus', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Hey all potentially really useful site here that aggregates datasets tracking covid-19 policies structured around the areas of:\n'}, {'type': 'link', 'url': 'https://lukaslehner.github.io/covid19policytrackers/#1-confinement-travel-civic-freedom-prisons', 'text': '1. Confinement, Travel, Civic Freedom, Prisons'}, {'type': 'text', 'text': '\n'}, {'type': 'link', 'url': 'https://lukaslehner.github.io/covid19policytrackers/#2-macro-financial-and-tax-policy', 'text': '2. Macro, Financial and Tax Policy'}, {'type': 'text', 'text': '\n'}, {'type': 'link', 'url': 'https://lukaslehner.github.io/covid19policytrackers/#3-social-and-employment-policy', 'text': '3. Social and Employment Policy'}, {'type': 'text', 'text': '\n'}, {'type': 'link', 'url': 'https://lukaslehner.github.io/covid19policytrackers/#4-health-and-care-policy', 'text': '4. Health and Care Policy'}, {'type': 'text', 'text': '\n'}, {'type': 'link', 'url': 'https://lukaslehner.github.io/covid19policytrackers/#5-education-research-and-innovation', 'text': '5. Education, Research and Innovation'}, {'type': 'text', 'text': '\n'}, {'type': 'link', 'url': 'https://lukaslehner.github.io/covid19policytrackers/#6-regions-cities-smes-tourism-philanthropy', 'text': '6. Regions, Cities, SMEs, Tourism, Philanthropy'}, {'type': 'text', 'text': '\n'}, {'type': 'link', 'url': 'https://lukaslehner.github.io/covid19policytrackers/#7-public-attitudes-and-behavioural-responses', 'text': '7. Public Attitudes and Behavioural Responses'}, {'type': 'text', 'text': '\n'}, {'type': 'link', 'url': 'https://lukaslehner.github.io/covid19policytrackers/#8-media-coverage-elections-and-policy-making', 'text': '8. Media coverage, Elections and Policy Making'}, {'type': 'text', 'text': '\n\nCheck it out!\n'}, {'type': 'link', 'url': 'https://lukaslehner.github.io/covid19policytrackers/'}]}]}]",,,,,,,1587591851.144300,6.0,4.0,1587608906.146600,"['UUPTPUHCK', 'U0118UMBF1B', 'U01208HSA2F', 'U0102AUTJM8']",False,"[{'name': 'clap', 'users': ['U0102AUTJM8'], 'count': 1}, {'name': 'raised_hands', 'users': ['U01073394AC'], 'count': 1}]",,,,,,,,,,,,,
